Venue,Borough,Venue Category,Group,Venue Latitude,Venue Longitude,BoroughLocation
Gold's Gym,Barking and Dagenham,Gym,Health and Sports,51.549724330749775,0.16140460968017578,"[51.5607, 0.1557]"
The Eastbrook,Barking and Dagenham,Pub,Going out,51.551642427803614,0.16159004265889917,"[51.5607, 0.1557]"
Eastbrookend Park,Barking and Dagenham,Park,Green spaces,51.55610190273931,0.17243385314941406,"[51.5607, 0.1557]"
The Chase,Barking and Dagenham,Park,Green spaces,51.554047301444164,0.1815319061279297,"[51.5607, 0.1557]"
TMB LOCKSMITHS,Havering,Locksmith,Other,51.5461319,0.18865200000004734,"[51.5812, 0.1837]"
SDE Services,Barking and Dagenham,Electronics Store,Shopping,51.5573299,0.18069570000000112,"[51.5607, 0.1557]"
Co-op Food,Havering,Grocery Store,Shopping,51.56581960098215,0.17596575392056632,"[51.5812, 0.1837]"
BP,Havering,Gas Station,Other,51.56578,0.17674,"[51.5812, 0.1837]"
Brightside Cleaning Solutions Ltd,Barking and Dagenham,Home Service,Other,51.56163,0.17084,"[51.5607, 0.1557]"
West Ham Development Centre,Havering,Soccer Field,Green spaces,51.56502418932575,0.16139122395168334,"[51.5812, 0.1837]"
Romford And Gidea Park RFC,Havering,Sports Club,Entertainment,51.567705273628235,0.1641833782196045,"[51.5812, 0.1837]"
Eastminster School of Riding,Barking and Dagenham,Farm,Other,51.55448,0.18437697793602706,"[51.5607, 0.1557]"
Romford Stadium,Havering,Racetrack,Entertainment,51.57215355572728,0.16684590990675302,"[51.5812, 0.1837]"
Costa Coffee,Havering,Coffee Shop,Eating out,51.56802884224215,0.1802117817135715,"[51.5812, 0.1837]"
King Cuts Tree Services,Barking and Dagenham,Construction & Landscaping,Other,51.5563485,0.1582469,"[51.5607, 0.1557]"
Mawney Arms,Havering,Pub,Going out,51.578985390501636,0.1714813830790587,"[51.5812, 0.1837]"
Burger King,Havering,Fast Food Restaurant,Eating out,51.583054,0.1674861,"[51.5812, 0.1837]"
Tesco Express,Havering,Grocery Store,Shopping,51.58241243679687,0.16431614756584167,"[51.5812, 0.1837]"
Aldi,Havering,Supermarket,Groceries,51.58160305148993,0.16410561891525602,"[51.5812, 0.1837]"
Tesco Express,Havering,Grocery Store,Shopping,51.57820350832539,0.1749011766749519,"[51.5812, 0.1837]"
Poundstretcher,Havering,Discount Store,Shopping,51.58252185143228,0.166314597425309,"[51.5812, 0.1837]"
Demi-Rae Hair & Makeup,Havering,Health & Beauty Service,Other,51.5839386,0.16390560000002097,"[51.5812, 0.1837]"
Cottons Park,Havering,Park,Green spaces,51.57594937381233,0.17273426055908203,"[51.5812, 0.1837]"
Sunchasers Sunbeds,Havering,Cosmetics Shop,Shopping,51.578416363823976,0.1737964153289795,"[51.5812, 0.1837]"
Dunelm,Havering,Furniture / Home Store,Shopping,51.58480991191498,0.17092108726501465,"[51.5812, 0.1837]"
Green River,Havering,Chinese Restaurant,Eating out,51.59371361291714,0.15768125358629798,"[51.5812, 0.1837]"
Domino's Pizza - London - Collier Row,Havering,Pizza Place,Eating out,51.598904365221145,0.16082618159725826,"[51.5812, 0.1837]"
The Colley Rowe Inn (Wetherspoon),Havering,Pub,Going out,51.59903612650081,0.16087801753904515,"[51.5812, 0.1837]"
Target Fit,Havering,Gym,Health and Sports,51.59816,0.152669,"[51.5812, 0.1837]"
Hainault Forest Golf Club,Redbridge,Golf Course,Health and Sports,51.606051735011306,0.134368872607457,"[51.559, 0.0741]"
Cii Design Ltd,Redbridge,Furniture / Home Store,Shopping,51.6102555,0.1264407,"[51.559, 0.0741]"
Hainault Forest Country Park,Redbridge,Park,Green spaces,51.615596183335455,0.13335561244985786,"[51.559, 0.0741]"
LloydsPharmacy,Redbridge,Pharmacy,Other,51.6083512,0.1049374,"[51.559, 0.0741]"
hinoki bonsai,Enfield,Garden Center,Green spaces,51.686073303222656,-0.07339499890804291,"[51.6538, -0.0799]"
Archers wood,Enfield,Park,Green spaces,51.6835244554178,-0.06666643529625826,"[51.6538, -0.0799]"
The Robin Hood,Enfield,Pub,Going out,51.689176994226415,-0.11196033604221124,"[51.6538, -0.0799]"
Hatch End London Overground Station,Harrow,Train Station,Public Transport,51.609608045511386,-0.36870966170207115,"[51.5898, -0.3346]"
Baskin-Robbins,Harrow,Ice Cream Shop,Eating out,51.6080658868902,-0.3729062432839718,"[51.5898, -0.3346]"
Pinner Hill Golf Club,Harrow,Golf Course,Health and Sports,51.61170096144278,-0.3991985321044922,"[51.5898, -0.3346]"
Sahibs,Hillingdon,Indian Restaurant,Eating out,51.60204851403671,-0.4093723900389376,"[51.5441, -0.476]"
Namaste Lounge,Hillingdon,Indian Restaurant,Eating out,51.600329565451496,-0.4098170244787941,"[51.5441, -0.476]"
Sync,Harrow,Karaoke Bar,Going out,51.59786828902404,-0.3957811106038888,"[51.5898, -0.3346]"
Subway,Hillingdon,Sandwich Place,Eating out,51.599684693108095,-0.41011349510654327,"[51.5441, -0.476]"
Costa Coffee,Hillingdon,Coffee Shop,Eating out,51.60187,-0.4096129,"[51.5441, -0.476]"
KFC,Hillingdon,Fast Food Restaurant,Eating out,51.602021,-0.4090519,"[51.5441, -0.476]"
Domino's Pizza,Hillingdon,Pizza Place,Eating out,51.60100034942058,-0.40924513124184614,"[51.5441, -0.476]"
Tesco Express,Hillingdon,Grocery Store,Shopping,51.59905525322719,-0.4095109502713967,"[51.5441, -0.476]"
Zufa,Hillingdon,Lebanese Restaurant,Eating out,51.60232,-0.40894836,"[51.5441, -0.476]"
Space,Hillingdon,Convenience Store,Shopping,51.60157533584861,-0.4094928969767942,"[51.5441, -0.476]"
Nuad Thai,Hillingdon,Thai Restaurant,Eating out,51.59987753798017,-0.4097906363780475,"[51.5441, -0.476]"
The Case is Altered,Hillingdon,Pub,Going out,51.58881579944443,-0.40359878173284924,"[51.5441, -0.476]"
Eastcote Cricket Club,Hillingdon,Sports Club,Entertainment,51.58867539692235,-0.4061744175526537,"[51.5441, -0.476]"
Budgens,Hillingdon,Convenience Store,Shopping,51.584425,-0.407725,"[51.5441, -0.476]"
Highgrove Pool and Fitness Centre,Hillingdon,Gym Pool,Health and Sports,51.580012964613964,-0.4096136557932279,"[51.5441, -0.476]"
Eastcote Cafe,Hillingdon,Café,Eating out,51.576505605505446,-0.39763352855338757,"[51.5441, -0.476]"
King's College Playing Fields,Hillingdon,Park,Green spaces,51.582801316419335,-0.419470835051221,"[51.5441, -0.476]"
The Barn Hotel,Hillingdon,Hotel,Other,51.570779456480274,-0.4218073535724997,"[51.5441, -0.476]"
"Melisi, 129 High Street, Ruislip",Hillingdon,Pizza Place,Eating out,51.573137,-0.422853,"[51.5441, -0.476]"
Ruislip Tandoori,Hillingdon,Indian Restaurant,Eating out,51.57327656768393,-0.4232603206080433,"[51.5441, -0.476]"
The White Bear,Hillingdon,Pub,Going out,51.57190291807654,-0.4311874579071877,"[51.5441, -0.476]"
Wimpy,Hillingdon,Burger Joint,Eating out,51.57236116453586,-0.4229213297367096,"[51.5441, -0.476]"
Wealdstone FC,Hillingdon,Soccer Field,Green spaces,51.56947234648752,-0.41739989629845703,"[51.5441, -0.476]"
Gurkha's Pride,Hillingdon,Asian Restaurant,Eating out,51.57301557215369,-0.423091977700842,"[51.5441, -0.476]"
Waitrose & Partners,Hillingdon,Supermarket,Groceries,51.57134366861113,-0.42295721453774604,"[51.5441, -0.476]"
Duck Pond Market,Hillingdon,Farmers Market,Groceries,51.57809358793933,-0.42891529902757436,"[51.5441, -0.476]"
Manor Farm,Hillingdon,Historic Site,Other,51.57807965929675,-0.4284288329618237,"[51.5441, -0.476]"
Caffè Nero,Hillingdon,Coffee Shop,Eating out,51.57392483833391,-0.42405946875207834,"[51.5441, -0.476]"
Zaza,Hillingdon,Italian Restaurant,Eating out,51.57679798274611,-0.426992779598282,"[51.5441, -0.476]"
Subway,Hillingdon,Sandwich Place,Eating out,51.572717781943425,-0.42286574606901506,"[51.5441, -0.476]"
The George (Harvester),Hillingdon,English Restaurant,Eating out,51.57692495184041,-0.42763470888090865,"[51.5441, -0.476]"
Superdrug,Hillingdon,Pharmacy,Other,51.5729285251546,-0.4231544935788105,"[51.5441, -0.476]"
Café Rouge,Hillingdon,French Restaurant,Eating out,51.576557676354064,-0.427070188882567,"[51.5441, -0.476]"
The Orchard (Beefeater),Hillingdon,Pub,Going out,51.57278253064764,-0.43114876863998003,"[51.5441, -0.476]"
Boots,Hillingdon,Pharmacy,Other,51.57390569858811,-0.42419360530672473,"[51.5441, -0.476]"
Boots,Hillingdon,Pharmacy,Other,51.574355597189516,-0.42444624948662424,"[51.5441, -0.476]"
PizzaExpress,Hillingdon,Pizza Place,Eating out,51.57418098527621,-0.42511113128284705,"[51.5441, -0.476]"
Premier Inn London Ruislip hotel,Hillingdon,Hotel,Other,51.572967,-0.430999,"[51.5441, -0.476]"
Iceland,Hillingdon,Grocery Store,Shopping,51.572858679382655,-0.4230271174166689,"[51.5441, -0.476]"
Sainsbury's Local,Hillingdon,Grocery Store,Shopping,51.57548123052751,-0.4262276912536245,"[51.5441, -0.476]"
McDonald's,Hillingdon,Fast Food Restaurant,Eating out,51.573219,-0.423411,"[51.5441, -0.476]"
Prezzo,Hillingdon,Italian Restaurant,Eating out,51.576986,-0.427352,"[51.5441, -0.476]"
Tesco Express,Hillingdon,Grocery Store,Shopping,51.5736494,-0.4239402,"[51.5441, -0.476]"
KFC,Hillingdon,Fast Food Restaurant,Eating out,51.57517646162907,-0.42564909709916393,"[51.5441, -0.476]"
Sweeneys,Hillingdon,Bar,Going out,51.573559,-0.42355775,"[51.5441, -0.476]"
Farmers Market,Hillingdon,Farmers Market,Groceries,51.57802104949951,-0.427887,"[51.5441, -0.476]"
Winston Churchill Theare & Hall,Hillingdon,Theater,Entertainment,51.57885410562184,-0.42867677811881116,"[51.5441, -0.476]"
West Ruislip Railway Station (WRU),Hillingdon,Train Station,Public Transport,51.56943028776409,-0.4370327189623614,"[51.5441, -0.476]"
Northwood FC,Hillingdon,Sports Club,Entertainment,51.54937233607399,-0.4316385710731652,"[51.5441, -0.476]"
Ruislip Rugby Club,Hillingdon,Athletics & Sports,Health and Sports,51.56874061870369,-0.42407022718419146,"[51.5441, -0.476]"
Blue Room,Hillingdon,Indian Restaurant,Eating out,51.549202546979394,-0.42956307028405355,"[51.5441, -0.476]"
Hayes AFC,Hillingdon,Soccer Field,Green spaces,51.54818032301132,-0.41362308790170377,"[51.5441, -0.476]"
Tamara Lounge,Hillingdon,Indian Restaurant,Eating out,51.528826334138934,-0.4439784600346573,"[51.5441, -0.476]"
Co-op Food,Hillingdon,Grocery Store,Shopping,51.53215960692513,-0.4201373172764997,"[51.5441, -0.476]"
Boots,Hillingdon,Pharmacy,Other,51.525241,-0.434182,"[51.5441, -0.476]"
Iceland,Hillingdon,Grocery Store,Shopping,51.525244,-0.434164,"[51.5441, -0.476]"
Carpenters Arms,Hillingdon,Pub,Going out,51.52529690479958,-0.4341797763207871,"[51.5441, -0.476]"
The Brook House Pub,Hillingdon,Pub,Going out,51.532319,-0.419603,"[51.5441, -0.476]"
The Wishing Well,Hillingdon,Pub,Going out,51.525286638199155,-0.4341495598940952,"[51.5441, -0.476]"
Lots Of Rice,Hillingdon,Chinese Restaurant,Eating out,51.525281,-0.434263,"[51.5441, -0.476]"
Domino's Pizza,Hillingdon,Pizza Place,Eating out,51.53008033435615,-0.44798842571935893,"[51.5441, -0.476]"
KFC,Hillingdon,Fast Food Restaurant,Eating out,51.529815,-0.4473379,"[51.5441, -0.476]"
Hayes Stadium,Hillingdon,Stadium,Health and Sports,51.51599896839765,-0.436463,"[51.5441, -0.476]"
Grants Fish Bar,Hillingdon,Fish & Chips Shop,Shopping,51.52258902644368,-0.44711928343145874,"[51.5441, -0.476]"
Peter Chandler,Hillingdon,Home Service,Other,51.522201538086,-0.44861900806427,"[51.5441, -0.476]"
Greggs,Hillingdon,Bakery,Groceries,51.51209545301562,-0.44459852910638237,"[51.5441, -0.476]"
Nuffield Health Fitness & Wellbeing Gym,Hillingdon,Gym / Fitness Center,Health and Sports,51.512258711010226,-0.444647750480093,"[51.5441, -0.476]"
Subway,Hillingdon,Sandwich Place,Eating out,51.512131614614766,-0.444562000000019,"[51.5441, -0.476]"
Costa Coffee,Hillingdon,Coffee Shop,Eating out,51.51217998291966,-0.4446015843236648,"[51.5441, -0.476]"
Longwalk Road Bus Stop,Hillingdon,Bus Stop,Public Transport,51.51065059014442,-0.4467940053158298,"[51.5441, -0.476]"
Chixys Grill,Hillingdon,Kebab Restaurant,Eating out,51.50422357123661,-0.42052250829328197,"[51.5441, -0.476]"
Hayes & Harlington Bus Stop,Hillingdon,Bus Stop,Public Transport,51.5031377104628,-0.4207476396127717,"[51.5441, -0.476]"
Platform 3,Hillingdon,Platform,Other,51.50335196803405,-0.41977441950338784,"[51.5441, -0.476]"
Platform 2,Hillingdon,Platform,Other,51.50294595394508,-0.42014122009277344,"[51.5441, -0.476]"
Nufield Health,Hillingdon,Gym Pool,Health and Sports,51.50367405380843,-0.4181848313078087,"[51.5441, -0.476]"
Stockley Pines Golf Club,Hillingdon,Golf Course,Health and Sports,51.51316279981722,-0.44417381286621094,"[51.5441, -0.476]"
BMI,Hillingdon,Airport Terminal,Other,51.506180946285774,-0.4480679789615412,"[51.5441, -0.476]"
Harlington Tandoori,Hillingdon,Indian Restaurant,Eating out,51.48530168405244,-0.43467918301006603,"[51.5441, -0.476]"
The Pheasant Restaurant and Inn,Hillingdon,Pub,Going out,51.48518311582429,-0.4404081617047698,"[51.5441, -0.476]"
The Flying Egg Café,Hillingdon,Café,Eating out,51.48564150957284,-0.43483270649562217,"[51.5441, -0.476]"
The White Hart,Hillingdon,Pub,Going out,51.48989885234526,-0.43513011353108466,"[51.5441, -0.476]"
Co-op Food,Hillingdon,Grocery Store,Shopping,51.487018978982405,-0.43592910020358183,"[51.5441, -0.476]"
Premier Inn London Heathrow Airport (M4/J4),Hillingdon,Hotel,Other,51.49601656045574,-0.4479771852493286,"[51.5441, -0.476]"
Brickfield Lane Bus Stop A,Hillingdon,Bus Stop,Public Transport,51.48953628540039,-0.43502748012542725,"[51.5441, -0.476]"
QPR Training Ground,Hillingdon,Soccer Field,Green spaces,51.48972151983407,-0.4418406775647007,"[51.5441, -0.476]"
The Wheatsheaf,Hillingdon,Pub,Going out,51.4858535,-0.4350646,"[51.5441, -0.476]"
Hot Spot Fish Bar,Hillingdon,Fast Food Restaurant,Eating out,51.485548989709464,-0.4346936180686997,"[51.5441, -0.476]"
Heathrow Park,Hillingdon,Park,Green spaces,51.485105466061626,-0.4394550276729742,"[51.5441, -0.476]"
Carluccio's,Hillingdon,Italian Restaurant,Eating out,51.481001747796405,-0.4382193461640127,"[51.5441, -0.476]"
"Novotel Heathrow T1,2,3",Hillingdon,Hotel,Other,51.48155560292399,-0.4452740253972376,"[51.5441, -0.476]"
Radisson Blu Edwardian Heathrow Hotel,Hillingdon,Hotel,Other,51.4819103,-0.4415878,"[51.5441, -0.476]"
Steak & Lobster,Hillingdon,Steakhouse,Eating out,51.48099030094212,-0.44097839232125857,"[51.5441, -0.476]"
Ibis Styles London Heathrow,Hillingdon,Hotel,Other,51.4814657273164,-0.4485365574223579,"[51.5441, -0.476]"
Sheraton Fitness Centre,Hillingdon,Gym / Fitness Center,Health and Sports,51.481508424373764,-0.4365936214814067,"[51.5441, -0.476]"
Madhu's,Hillingdon,Indian Restaurant,Eating out,51.48153890663639,-0.43716426814351506,"[51.5441, -0.476]"
Sheraton Skyline Hotel,Hillingdon,Hotel,Other,51.4811914,-0.4368658,"[51.5441, -0.476]"
London Heathrow Marriott Hotel,Hillingdon,Hotel,Other,51.48147643820058,-0.4381227493286133,"[51.5441, -0.476]"
Marriott Executive Lounge,Hillingdon,Hotel Bar,Going out,51.48099297727832,-0.43827491839966576,"[51.5441, -0.476]"
Starbucks,Hillingdon,Coffee Shop,Eating out,51.48108419312047,-0.43829708963680747,"[51.5441, -0.476]"
Club Lounge,Hillingdon,Hotel Bar,Going out,51.48023086442681,-0.4453505382074925,"[51.5441, -0.476]"
Starbucks,Hillingdon,Coffee Shop,Eating out,51.4807341162137,-0.4461483939047114,"[51.5441, -0.476]"
Trunk Bar & Restaurant,Hillingdon,Hotel Bar,Going out,51.48098029881764,-0.44106193713193553,"[51.5441, -0.476]"
Club Lounge,Hillingdon,Lounge,Other,51.48103653739094,-0.43693619975668824,"[51.5441, -0.476]"
Starbucks,Hillingdon,Coffee Shop,Eating out,51.481219,-0.436987,"[51.5441, -0.476]"
The Sports Bar and Café,Hillingdon,Hotel Bar,Going out,51.48126757986554,-0.4368618848759797,"[51.5441, -0.476]"
Renaissance London Heathrow Hotel,Hillingdon,Hotel,Other,51.4808327,-0.4445319,"[51.5441, -0.476]"
Inter rent,Hillingdon,Rental Car Location,Other,51.4829807,-0.4402795,"[51.5441, -0.476]"
Berkeley Park Apartments London,Hillingdon,Hotel,Other,51.482071898173956,-0.432890106531362,"[51.5441, -0.476]"
Market Garden At The Renaissance,Hillingdon,Hotel Bar,Going out,51.480145,-0.44634673,"[51.5441, -0.476]"
flowers by ellisa,Hillingdon,Flower Shop,Shopping,51.48095028840979,-0.432857879683544,"[51.5441, -0.476]"
Fogg's,Hillingdon,Comfort Food Restaurant,Eating out,51.480801,-0.430741,"[51.5441, -0.476]"
Oxford Avenue (stop CA),Hillingdon,Bus Stop,Public Transport,51.48170834774727,-0.4212403472902008,"[51.5441, -0.476]"
Harlington Corner Bus Stop J,Hillingdon,Bus Stop,Public Transport,51.480583,-0.4355894,"[51.5441, -0.476]"
William Byrd Swimming Pool,Hillingdon,Gym Pool,Health and Sports,51.49446890417725,-0.43794648635867983,"[51.5441, -0.476]"
Annayu,Hillingdon,Indian Restaurant,Eating out,51.481639529340804,-0.441579138104148,"[51.5441, -0.476]"
Goals Soccer Centre,Hillingdon,Soccer Field,Green spaces,51.49609865137006,-0.4377674007437684,"[51.5441, -0.476]"
Harlington Sports Centre,Hillingdon,Pool,Health and Sports,51.49721095214068,-0.4367310121009238,"[51.5441, -0.476]"
Bolton's Lane Bus Stop BK,Hillingdon,Bus Stop,Public Transport,51.481188,-0.444843,"[51.5441, -0.476]"
DUO Bar,Hillingdon,Hotel Bar,Going out,51.480529266416596,-0.4461183246953271,"[51.5441, -0.476]"
Nene Road Bus Stop BM,Hillingdon,Bus Station,Public Transport,51.481045,-0.44773144,"[51.5441, -0.476]"
parade cafe,Hillingdon,Café,Eating out,51.481465850592954,-0.44817280959455325,"[51.5441, -0.476]"
Pauls Fish Bar,Hounslow,Fast Food Restaurant,Eating out,51.47980443967071,-0.4113251716968656,"[51.4746, -0.368]"
United Club,Hillingdon,Airport Lounge,Other,51.47197425351888,-0.44303655624389643,"[51.5441, -0.476]"
Caffè Nero,Hillingdon,Coffee Shop,Eating out,51.471047724597334,-0.44279480020972617,"[51.5441, -0.476]"
Maple Leaf Lounge,Hillingdon,Airport Lounge,Other,51.47041783318834,-0.4436692648399794,"[51.5441, -0.476]"
Singapore Airlines SilverKris Lounge,Hillingdon,Airport Lounge,Other,51.471143104181486,-0.4426799903056946,"[51.5441, -0.476]"
WHSmith,Hillingdon,Bookstore,Shopping,51.4720211680308,-0.4432820333749987,"[51.5441, -0.476]"
Hatton Cross London Underground Station,Hillingdon,Metro Station,Public Transport,51.466885267559235,-0.4232045885500935,"[51.5441, -0.476]"
Hatton Cross Bus Station,Hillingdon,Bus Station,Public Transport,51.466891507035236,-0.42312241079908997,"[51.5441, -0.476]"
Atrium Hotel,Hillingdon,Hotel,Other,51.466976,-0.420238,"[51.5441, -0.476]"
Singapore Airlines First Class Lounge,Hillingdon,Airport Lounge,Other,51.47129,-0.4431549,"[51.5441, -0.476]"
Myrtle Avenue (spotting location),Hounslow,Scenic Lookout,Other,51.463609632738184,-0.4278084177483629,"[51.4746, -0.368]"
Premier Inn London Heathrow Airport Terminal 4,Hillingdon,Hotel,Other,51.4596896,-0.4399212,"[51.5441, -0.476]"
Duke of Wellington,Hounslow,Pub,Going out,51.46215620910791,-0.4275175026785477,"[51.4746, -0.368]"
Bedfont Sports FC,Hounslow,Soccer Field,Green spaces,51.46047343385638,-0.42763015299275364,"[51.4746, -0.368]"
Bradley's Fish Factory,Hounslow,Fish Market,Groceries,51.45998748366566,-0.40998406630928597,"[51.4746, -0.368]"
The Beehive,Hounslow,Pub,Going out,51.455474,-0.420343,"[51.4746, -0.368]"
Executive Lounge Hilton,Hillingdon,Hotel Bar,Going out,51.45896258907119,-0.4412873850339367,"[51.5441, -0.476]"
Hilton,Hillingdon,Hotel,Other,51.45878957744979,-0.4414588330386826,"[51.5441, -0.476]"
Costa Coffee,Hounslow,Coffee Shop,Eating out,51.453157831543066,-0.42997419834136963,"[51.4746, -0.368]"
Zen Oriental,Hillingdon,Asian Restaurant,Eating out,51.45873090759926,-0.4414868872267791,"[51.5441, -0.476]"
Just Burgers,Hounslow,Burger Joint,Eating out,51.453009229192624,-0.43076714802237015,"[51.4746, -0.368]"
Costa Coffee,Hillingdon,Coffee Shop,Eating out,51.45864080148784,-0.44175535971090657,"[51.5441, -0.476]"
Tesco Express,Hounslow,Grocery Store,Shopping,51.453177807467824,-0.42973353529987435,"[51.4746, -0.368]"
Aromi Restaurant,Hillingdon,Italian Restaurant,Eating out,51.45865899185918,-0.4416366248041972,"[51.5441, -0.476]"
Oscar's,Hillingdon,Restaurant,Eating out,51.458728556230355,-0.44149699973913387,"[51.5441, -0.476]"
KFC,Hounslow,Fast Food Restaurant,Eating out,51.4408424120715,-0.41496992111206055,"[51.4746, -0.368]"
Palace Tandoori,Hounslow,Indian Restaurant,Eating out,51.453251,-0.430171,"[51.4746, -0.368]"
Rowlands Pharmacy,Hounslow,Pharmacy,Other,51.44515,-0.3999016,"[51.4746, -0.368]"
Adrian Hall Garden Centre,Hounslow,Garden Center,Green spaces,51.43274246776125,-0.4132603200292899,"[51.4746, -0.368]"
Staines rugby club,Hounslow,Athletics & Sports,Health and Sports,51.43197534890298,-0.4129512592476893,"[51.4746, -0.368]"
Enjoy Cafe,Hounslow,Café,Eating out,51.44039006184622,-0.41500265972761885,"[51.4746, -0.368]"
King Kebab,Hounslow,Restaurant,Eating out,51.440818874503485,-0.4146945206330708,"[51.4746, -0.368]"
Cooperized Dyno & Service Centre,Hounslow,Motorcycle Shop,Shopping,51.439190044457874,-0.41850614758740295,"[51.4746, -0.368]"
Papas Pizza,Hounslow,Pizza Place,Eating out,51.439239175744596,-0.4185520245711043,"[51.4746, -0.368]"
Pizza Hut,Hounslow,Pizza Place,Eating out,51.442867,-0.405169,"[51.4746, -0.368]"
Leisure West,Hounslow,Shopping Plaza,Shopping,51.44367611070131,-0.40574258202358904,"[51.4746, -0.368]"
Burger King,Hounslow,Fast Food Restaurant,Eating out,51.44321691820619,-0.4057877322513832,"[51.4746, -0.368]"
Golden Fry,Hounslow,Restaurant,Eating out,51.431656595094125,-0.38694637929320347,"[51.4746, -0.368]"
Sea Life,Kingston upon Thames,Aquarium,Other,51.349516885193175,-0.3156348635875389,"[51.4085, -0.3064]"
Tomb Blaster,Kingston upon Thames,Theme Park Ride / Attraction,Green spaces,51.34896100680097,-0.3191576113197424,"[51.4085, -0.3064]"
Dragon's Fury,Kingston upon Thames,Theme Park Ride / Attraction,Green spaces,51.34782491340293,-0.31916039591531103,"[51.4085, -0.3064]"
Chessington World of Adventures Resort,Kingston upon Thames,Theme Park,Entertainment,51.34916649743244,-0.3171594503595543,"[51.4085, -0.3064]"
Kobra,Kingston upon Thames,Theme Park Ride / Attraction,Green spaces,51.347870137351464,-0.32020470607178275,"[51.4085, -0.3064]"
Gruffalo River Ride Adventure,Kingston upon Thames,Theme Park Ride / Attraction,Green spaces,51.3477422113577,-0.3160812996920464,"[51.4085, -0.3064]"
Rattlesnake,Kingston upon Thames,Theme Park Ride / Attraction,Green spaces,51.3488972234096,-0.31774932125575694,"[51.4085, -0.3064]"
Safari Hotel,Kingston upon Thames,Hotel,Other,51.35047081766693,-0.31592532454351385,"[51.4085, -0.3064]"
Zufari: Ride Into Africa!,Kingston upon Thames,Theme Park Ride / Attraction,Green spaces,51.349738086671536,-0.31930569358594996,"[51.4085, -0.3064]"
Scorpion Express,Kingston upon Thames,Theme Park Ride / Attraction,Green spaces,51.349468384494905,-0.3175469195532943,"[51.4085, -0.3064]"
Zafari Bar and Grill,Kingston upon Thames,Restaurant,Eating out,51.35048162793717,-0.3162243209247259,"[51.4085, -0.3064]"
Mexican Cantina,Kingston upon Thames,Mexican Restaurant,Eating out,51.348974711792735,-0.31776177967930913,"[51.4085, -0.3064]"
Room On The Broom,Kingston upon Thames,Theme Park Ride / Attraction,Green spaces,51.34882,-0.31586832,"[51.4085, -0.3064]"
Sealion Bay,Kingston upon Thames,Zoo Exhibit,Entertainment,51.348225837582575,-0.31581770207814397,"[51.4085, -0.3064]"
Peeking Heights,Kingston upon Thames,Theme Park Ride / Attraction,Green spaces,51.34821619844448,-0.3197598014387788,"[51.4085, -0.3064]"
Vampire's Burger Kitchen,Kingston upon Thames,Fast Food Restaurant,Eating out,51.3476990365776,-0.3162394121426081,"[51.4085, -0.3064]"
Vampire,Kingston upon Thames,Theme Park Ride / Attraction,Green spaces,51.346974908234145,-0.3159610044996677,"[51.4085, -0.3064]"
Premier Inn Chessington,Kingston upon Thames,Hotel,Other,51.3463512,-0.3159314,"[51.4085, -0.3064]"
Monkey Puzzle (Beefeater),Kingston upon Thames,Pub,Going out,51.34676241817708,-0.315376753944191,"[51.4085, -0.3064]"
Platform 2,Croydon,Platform,Other,51.315574146266826,-0.13818668083209962,"[51.3714, -0.0977]"
Platform 1,Croydon,Platform,Other,51.31545198762758,-0.13807076212123548,"[51.3714, -0.0977]"
Coulsdon Manor Hotel,Croydon,Hotel,Other,51.31716623156014,-0.12316185209880237,"[51.3714, -0.0977]"
Danny's Fish & Chips,Croydon,Fish & Chips Shop,Shopping,51.30710645727805,-0.12000971782057364,"[51.3714, -0.0977]"
The Tudor Rose,Croydon,Restaurant,Eating out,51.30623537069909,-0.12364841563495123,"[51.3714, -0.0977]"
La Scarpetta,Croydon,Italian Restaurant,Eating out,51.322567190341005,-0.13625956107782675,"[51.3714, -0.0977]"
Herbal Tea UK,Croydon,Food & Drink Shop,Groceries,51.3270674,-0.11602609999999913,"[51.3714, -0.0977]"
Top Cafe,Croydon,Breakfast Spot,Eating out,51.32942454026798,-0.1078861804241264,"[51.3714, -0.0977]"
Teleplex Ltd,Croydon,Garden Center,Green spaces,51.31827,-0.131,"[51.3714, -0.0977]"
BP,Croydon,Gas Station,Other,51.31343624057608,-0.08178929207456713,"[51.3714, -0.0977]"
BP,Croydon,Gas Station,Other,51.31343624057608,-0.08178929207456713,"[51.3714, -0.0977]"
M&S Simply Food,Croydon,Grocery Store,Shopping,51.31343624057608,-0.08178929207456713,"[51.3714, -0.0977]"
M&S Simply Food,Croydon,Grocery Store,Shopping,51.31343624057608,-0.08178929207456713,"[51.3714, -0.0977]"
Co-op Food,Croydon,Grocery Store,Shopping,51.31934812010607,-0.06437301635742188,"[51.3714, -0.0977]"
Panahar,Croydon,Indian Restaurant,Eating out,51.320396320367024,-0.06607702244412758,"[51.3714, -0.0977]"
SA PANADA,Croydon,Miscellaneous Shop,Shopping,51.33982903,-0.03804045,"[51.3714, -0.0977]"
Highams Hill Farm,Bromley,Farm,Other,51.33313385128638,0.008954550864614746,"[51.4039, 0.0198]"
Crown Inn,Bromley,Pub,Going out,51.339741101971846,0.030469894409179688,"[51.4039, 0.0198]"
Dunelm,Croydon,Furniture / Home Store,Shopping,51.339203,0.0,"[51.3714, -0.0977]"
